from,to,count
Aruba,Australia,1
Aruba,Canada,1
Aruba,Chile,1
Aruba,Colombia,14
Aruba,Costa Rica,1
Aruba,Ecuador,13
Aruba,Spain,42
Aruba,France,1
Aruba,Greece,4
Aruba,Italy,3
Aruba,Saint Lucia,1
Aruba,Netherlands,87
Aruba,Norway,1
Aruba,Panama,1
Aruba,Venezuela,101
Afghanistan,United Arab Emirates,2094
Afghanistan,Australia,8885
Afghanistan,Austria,2175
Afghanistan,Azerbaijan,35
Afghanistan,Belgium,1068
Afghanistan,Bulgaria,136
Afghanistan,Bahrain,280
Afghanistan,Belarus,133
Afghanistan,Bolivia,1
Afghanistan,Brazil,26
Afghanistan,Canada,12270
Afghanistan,Switzerland,1247
Afghanistan,Chile,3
Afghanistan,Colombia,36
Afghanistan,Costa Rica,1
Afghanistan,Cyprus,3
Afghanistan,Czech Republic,326
Afghanistan,Germany,32852
Afghanistan,Denmark,4478
Afghanistan,Dominican Republic,1
Afghanistan,Algeria,2
Afghanistan,Ecuador,33
Afghanistan,Egypt,34
Afghanistan,Estonia,3
Afghanistan,Finland,1379
Afghanistan,France,1091
Afghanistan,United Kingdom,13444
Afghanistan,Georgia,9
Afghanistan,Greece,62
Afghanistan,Hungary,316
Afghanistan,Ireland,44
Afghanistan,Iran,266595
Afghanistan,Iraq,18
Afghanistan,Iceland,3
Afghanistan,Israel,810
Afghanistan,Italy,1782
Afghanistan,Jordan,4
Afghanistan,Kazakhstan,567
Afghanistan,Kyrgyzstan,12
Afghanistan,South Korea,7
Afghanistan,Kuwait,104
Afghanistan,Libya,37
Afghanistan,Lithuania,10
Afghanistan,Latvia,17
Afghanistan,Moldova,63
Afghanistan,Mexico,2
Afghanistan,Malta,1
Afghanistan,Mauritania,1
Afghanistan,Malaysia,145
Afghanistan,Nicaragua,3
Afghanistan,Netherlands,8894
Afghanistan,Norway,4701
Afghanistan,New Zealand,896
Afghanistan,Panama,3
Afghanistan,Philippines,210
Afghanistan,Poland,62
Afghanistan,Portugal,5
Afghanistan,Qatar,550
Afghanistan,Romania,3
Afghanistan,Russia,5731
Afghanistan,Saudi Arabia,796
Afghanistan,Slovakia,63
Afghanistan,Slovenia,4
Afghanistan,Sweden,6388
Afghanistan,Syria,566
Afghanistan,Turkmenistan,20
Afghanistan,Turkey,4119
Afghanistan,Ukraine,315
Afghanistan,United States,13781
Afghanistan,Uzbekistan,192
Afghanistan,Venezuela,5
Afghanistan,South Africa,13
Albania,Australia,12
Albania,Belgium,432
Albania,Bulgaria,329
Albania,Canada,38
Albania,Cyprus,13
Albania,Czech Republic,117
Albania,Germany,5495
Albania,Denmark,41
Albania,Ecuador,10
Albania,Spain,146
Albania,Finland,46
Albania,France,196
Albania,United Kingdom,4402
Albania,Greece,8912
Albania,Hungary,21
Albania,Iceland,4
Albania,Italy,48150
Albania,Lithuania,4
Albania,Montenegro,6986
Albania,Netherlands,60
Albania,Norway,75
Albania,Poland,40
Albania,Romania,194
Albania,Slovakia,20
Albania,Slovenia,4
Albania,Sweden,240
United Arab Emirates,Australia,7842
United Arab Emirates,Austria,209
United Arab Emirates,Bulgaria,104
United Arab Emirates,Bahrain,11623
United Arab Emirates,Bolivia,3
United Arab Emirates,Brazil,47
United Arab Emirates,Canada,15701
United Arab Emirates,Switzerland,507
United Arab Emirates,Chile,7
United Arab Emirates,Colombia,57
United Arab Emirates,Cuba,2
United Arab Emirates,Cyprus,190
United Arab Emirates,Czech Republic,8
United Arab Emirates,Denmark,463
United Arab Emirates,Algeria,896
United Arab Emirates,Ecuador,9
United Arab Emirates,Egypt,1381
United Arab Emirates,Finland,126
United Arab Emirates,France,35392
United Arab Emirates,Hungary,281
United Arab Emirates,India,12104
United Arab Emirates,Ireland,370
United Arab Emirates,Iraq,253
United Arab Emirates,Iceland,3
United Arab Emirates,Italy,437
United Arab Emirates,Jordan,238
United Arab Emirates,Kuwait,25166
United Arab Emirates,Libya,2817
United Arab Emirates,Lithuania,60
United Arab Emirates,Latvia,17
United Arab Emirates,Mexico,10
United Arab Emirates,Malta,19
United Arab Emirates,Mauritania,185
United Arab Emirates,Nicaragua,3
United Arab Emirates,Netherlands,789
United Arab Emirates,Norway,389
United Arab Emirates,New Zealand,1166
United Arab Emirates,Oman,6181
United Arab Emirates,Panama,2
United Arab Emirates,Peru,8
United Arab Emirates,Philippines,431
United Arab Emirates,Poland,235
United Arab Emirates,Portugal,2
United Arab Emirates,Palestine,13960
United Arab Emirates,Qatar,24049
United Arab Emirates,Romania,173
United Arab Emirates,Russia,564
United Arab Emirates,South Sudan,4924
United Arab Emirates,Slovakia,125
United Arab Emirates,Slovenia,18
United Arab Emirates,Sweden,1101
United Arab Emirates,Turkey,49
United Arab Emirates,United States,11196
United Arab Emirates,Venezuela,10
United Arab Emirates,South Africa,209
Argentina,Aruba,6
Argentina,Angola,98
Argentina,Albania,24
Argentina,United Arab Emirates,55
Argentina,Australia,3653
Argentina,Austria,995
Argentina,Azerbaijan,17
Argentina,Burundi,5
Argentina,Belgium,1210
Argentina,Bulgaria,466
Argentina,Bahrain,16
Argentina,Bahamas,44
Argentina,Belarus,51
Argentina,Belize,2
Argentina,Bolivia,13192
Argentina,Brazil,2466
Argentina,Barbados,2
Argentina,Brunei,1
Argentina,Botswana,31
Argentina,Central African Republic,17
Argentina,Canada,6996
Argentina,Switzerland,3546
Argentina,Channel Islands,20
Argentina,Chile,10015
Argentina,China,23
Argentina,Democratic Republic of the Congo,1
Argentina,Republic of Congo,17
Argentina,Colombia,2226
Argentina,Cape Verde,35
Argentina,Costa Rica,143
Argentina,Cuba,4
Argentina,Cyprus,111
Argentina,Czech Republic,2422
Argentina,Germany,5863
Argentina,Denmark,805
Argentina,Dominican Republic,602
Argentina,Algeria,103
Argentina,Ecuador,7313
Argentina,Egypt,78
Argentina,Spain,136370
Argentina,Estonia,16
Argentina,Finland,498
Argentina,France,3448
Argentina,United Kingdom,3696
Argentina,Ghana,2
Argentina,Guadeloupe,1
Argentina,Equatorial Guinea,269
Argentina,Greece,763
Argentina,Guatemala,176
Argentina,Guyana,2
Argentina,Hong Kong,7
Argentina,Honduras,22
Argentina,Croatia,55
Argentina,Haiti,254
Argentina,Hungary,651
Argentina,Indonesia,8
Argentina,Ireland,689
Argentina,Iran,3
Argentina,Iraq,2
Argentina,Iceland,137
Argentina,Israel,18147
Argentina,Italy,91127
Argentina,Jamaica,3
Argentina,Jordan,8
Argentina,Japan,678
Argentina,Kazakhstan,921
Argentina,Kyrgyzstan,1
Argentina,South Korea,32
Argentina,Lebanon,2
Argentina,Libya,3
Argentina,Saint Lucia,1
Argentina,Lithuania,108
Argentina,Luxembourg,321
Argentina,Latvia,82
Argentina,Moldova,7
Argentina,Madagascar,8
Argentina,Mexico,3860
Argentina,Macedonia,8
Argentina,Malta,14
Argentina,Montenegro,17
Argentina,Mongolia,2
Argentina,Mauritania,56
Argentina,Mauritius,4
Argentina,New Caledonia,12
Argentina,Nicaragua,14
Argentina,Netherlands,1097
Argentina,Norway,998
Argentina,New Zealand,611
Argentina,Panama,665
Argentina,Peru,36
Argentina,Philippines,260
Argentina,Poland,1820
Argentina,North Korea,1
Argentina,Portugal,1392
Argentina,Paraguay,22126
Argentina,Palestine,2
Argentina,French Polynesia,1
Argentina,Qatar,14
Argentina,Romania,3107
Argentina,Russia,1325
Argentina,Rwanda,5
Argentina,Saudi Arabia,3
Argentina,Singapore,18
Argentina,El Salvador,30
Argentina,Serbia,45
Argentina,South Sudan,9
Argentina,Suriname,16
Argentina,Slovakia,456
Argentina,Slovenia,308
Argentina,Sweden,1658
Argentina,Syria,10
Argentina,Thailand,130
Argentina,Turkmenistan,1
Argentina,Trinidad and Tobago,1
Argentina,Tunisia,12
Argentina,Turkey,820
Argentina,Tanzania,40
Argentina,Uganda,31
Argentina,Ukraine,343
Argentina,Uruguay,3682
Argentina,United States,28117
Argentina,Uzbekistan,10
Argentina,Venezuela,3837
Argentina,Vietnam,24
Argentina,South Africa,2907
Armenia,Albania,1
Armenia,United Arab Emirates,7
Armenia,Australia,11
Armenia,Austria,21
Armenia,Azerbaijan,41153
Armenia,Belgium,337
Armenia,Bulgaria,777
Armenia,Bahrain,1
Armenia,Belarus,77
Armenia,Bolivia,2
Armenia,Brazil,5
Armenia,Canada,53
Armenia,Switzerland,127
Armenia,China,3
Armenia,Republic of Congo,3
Armenia,Colombia,1
Armenia,Cape Verde,1
Armenia,Cyprus,60
Armenia,Czech Republic,633
Armenia,Germany,172
Armenia,Denmark,54
Armenia,Algeria,4
Armenia,Ecuador,12
Armenia,Spain,360
Armenia,Estonia,19
Armenia,Finland,30
Armenia,France,1158
Armenia,United Kingdom,10
Armenia,Georgia,42
Armenia,Greece,174
Armenia,Hungary,40
Armenia,Iran,2544
Armenia,Iraq,3
Armenia,Iceland,1
Armenia,Israel,12
Armenia,Italy,546
Armenia,Kazakhstan,12905
Armenia,Kyrgyzstan,59
Armenia,South Korea,1
Armenia,Lithuania,19
Armenia,Latvia,1
Armenia,Moldova,299
Armenia,Macedonia,4
Armenia,Malta,1
Armenia,Montenegro,1
Armenia,Mongolia,6
Armenia,Netherlands,159
Armenia,Norway,140
Armenia,New Zealand,3
Armenia,Poland,137
Armenia,Portugal,44
Armenia,Qatar,2
Armenia,Romania,41
Armenia,Russia,10551
Armenia,Slovakia,13
Armenia,Slovenia,4
Armenia,Sweden,698
Armenia,Turkmenistan,111
Armenia,Turkey,417
Armenia,Ukraine,2867
Armenia,United States,4
Armenia,Uzbekistan,416
Armenia,South Africa,4
Australia,Angola,4
Australia,Albania,770
Australia,United Arab Emirates,1
Australia,Austria,3214
Australia,Azerbaijan,54
Australia,Belgium,1525
Australia,Bulgaria,653
Australia,Belarus,118
Australia,Bolivia,63
Australia,Brazil,206
Australia,Barbados,8
Australia,Bhutan,1
Australia,Botswana,105
Australia,Central African Republic,9
Australia,Canada,3577
Australia,Switzerland,2548
Australia,Channel Islands,1
Australia,Chile,47
Australia,China,1554
Australia,Republic of Congo,7
Australia,Colombia,99
Australia,Cape Verde,3
Australia,Costa Rica,2
Australia,Cyprus,1764
Australia,Czech Republic,5307
Australia,Germany,13840
Australia,Denmark,1415
Australia,Dominican Republic,5
Australia,Algeria,140
Australia,Ecuador,553
Australia,Egypt,103
Australia,Western Sahara,3
Australia,Spain,9483
Australia,Estonia,37
Australia,Finland,883
Australia,Fiji,293
Australia,France,2254
Australia,United Kingdom,22546
Australia,Ghana,5
Australia,Greece,13132
Australia,Guatemala,11
Australia,Hong Kong,407
Australia,Croatia,580
Australia,Hungary,2611
Australia,Indonesia,641
Australia,Ireland,911
Australia,Iran,1
Australia,Iceland,322
Australia,Israel,1939
Australia,Italy,47436
Australia,Japan,1058
Australia,Kazakhstan,1667
Australia,Kyrgyzstan,1
Australia,South Korea,1299
Australia,Laos,2
Australia,Saint Lucia,5
Australia,Lithuania,138
Australia,Luxembourg,247
Australia,Latvia,136
Australia,Moldova,22
Australia,Madagascar,9
Australia,Mexico,53
Australia,Macedonia,258
Australia,Malta,334
Australia,Montenegro,405
Australia,Mongolia,111
Australia,Mauritania,1
Australia,Mauritius,31
Australia,New Caledonia,54
Australia,Netherlands,1559
Australia,Norway,2486
Australia,New Zealand,9918
Australia,Panama,84
Australia,Philippines,450
Australia,Poland,1400
Australia,North Korea,97
Australia,Portugal,498
Australia,Paraguay,8
Australia,French Polynesia,1
Australia,Romania,1939
Australia,Russia,2480
Australia,Rwanda,11
Australia,Singapore,1756
Australia,El Salvador,2
Australia,Serbia,6544
Australia,South Sudan,1137
Australia,Slovakia,1195
Australia,Slovenia,908
Australia,Sweden,2314
Australia,Swaziland,21
Australia,Turkmenistan,7
Australia,Tunisia,7
Australia,Turkey,6846
Australia,Tanzania,38
Australia,Uganda,18
Australia,Ukraine,414
Australia,United States,308
Australia,Uzbekistan,42
Australia,Venezuela,29
Australia,Vietnam,30
Australia,Vanuatu,155
Australia,South Africa,1729
Austria,Angola,1
Austria,Albania,96
Austria,Australia,299
Austria,Azerbaijan,8
Austria,Burundi,53
Austria,Belgium,256
Austria,Bulgaria,47
Austria,Bolivia,2
Austria,Brazil,10
Austria,Canada,118
Austria,Switzerland,677
Austria,Chile,1
Austria,Democratic Republic of the Congo,11
Austria,Colombia,1
Austria,Cyprus,15
Austria,Czech Republic,4765
Austria,Germany,9500
Austria,Denmark,85
Austria,Algeria,9
Austria,Ecuador,11
Austria,Egypt,5
Austria,Spain,1221
Austria,Finland,41
Austria,France,78
Austria,United Kingdom,429
Austria,Greece,26
Austria,Croatia,49
Austria,Hungary,1669
Austria,Ireland,25
Austria,Iran,1
Austria,Iceland,13
Austria,Israel,117
Austria,Italy,1600
Austria,Kazakhstan,292
Austria,Kenya,1
Austria,Kyrgyzstan,3
Austria,Liberia,39
Austria,Lithuania,8
Austria,Luxembourg,65
Austria,Latvia,16
Austria,Moldova,4
Austria,Macedonia,7
Austria,Malta,4
Austria,Montenegro,42
Austria,Mongolia,1
Austria,Netherlands,71
Austria,Norway,142
Austria,New Zealand,5
Austria,Panama,1
Austria,Poland,414
Austria,Portugal,27
Austria,Qatar,1
Austria,Romania,160
Austria,Russia,162
Austria,Rwanda,4
Austria,Serbia,161
Austria,South Sudan,190
Austria,Slovakia,3187
Austria,Slovenia,507
Austria,Sweden,154
Austria,Turkmenistan,3
Austria,Turkey,746
Austria,Uganda,15
Austria,Ukraine,1
Austria,Uzbekistan,18
Austria,Venezuela,2
Austria,Vietnam,1
Austria,South Africa,22
Azerbaijan,Austria,44
Azerbaijan,Belgium,7
Azerbaijan,Bulgaria,4
Azerbaijan,Switzerland,48
Azerbaijan,Cyprus,3
Azerbaijan,Czech Republic,13
Azerbaijan,Germany,1
Azerbaijan,Denmark,3
Azerbaijan,Algeria,1
Azerbaijan,Ecuador,1
Azerbaijan,Egypt,1
Azerbaijan,Spain,58
Azerbaijan,Finland,3
Azerbaijan,France,21
Azerbaijan,United Kingdom,2
Azerbaijan,Hungary,14
Azerbaijan,Ireland,2
Azerbaijan,Iran,5
Azerbaijan,Israel,10
Azerbaijan,Italy,141
Azerbaijan,Kazakhstan,3
Azerbaijan,Lithuania,2
Azerbaijan,Luxembourg,1
Azerbaijan,Moldova,2
Azerbaijan,Netherlands,1
Azerbaijan,Norway,8
Azerbaijan,New Zealand,1
Azerbaijan,Poland,22
Azerbaijan,Portugal,1
Azerbaijan,Romania,4
Azerbaijan,Russia,249
Azerbaijan,Serbia,1
Azerbaijan,Slovakia,2
Azerbaijan,Slovenia,2
Azerbaijan,Sweden,10
Azerbaijan,Turkey,162
Belgium,Angola,4
Belgium,Albania,3
Belgium,United Arab Emirates,10
Belgium,Australia,18
Belgium,Austria,262
Belgium,Azerbaijan,1
Belgium,Burundi,356
Belgium,Bulgaria,84
Belgium,Bahrain,1
Belgium,Bosnia and Herzegovina,4
Belgium,Bolivia,6
Belgium,Canada,8
Belgium,Switzerland,878
Belgium,Colombia,6
Belgium,Cyprus,27
Belgium,Czech Republic,118
Belgium,Germany,3004
Belgium,Denmark,152
Belgium,Algeria,22
Belgium,Ecuador,42
Belgium,Egypt,7
Belgium,Spain,1384
Belgium,Finland,78
Belgium,France,1650
Belgium,United Kingdom,390
Belgium,Greece,267
Belgium,Croatia,6
Belgium,Hungary,215
Belgium,Ireland,120
Belgium,Iran,1
Belgium,Iraq,2
Belgium,Iceland,6
Belgium,Israel,594
Belgium,Italy,9910
Belgium,Kazakhstan,75
Belgium,Kenya,4
Belgium,Kyrgyzstan,1
Belgium,Lithuania,24
Belgium,Luxembourg,1654
Belgium,Latvia,27
Belgium,Madagascar,2
Belgium,Macedonia,17
Belgium,Malta,5
Belgium,Montenegro,1
Belgium,Mauritania,3
Belgium,Netherlands,36
Belgium,Norway,136
Belgium,New Zealand,8
Belgium,Panama,6
Belgium,Poland,1196
Belgium,Portugal,58
Belgium,Qatar,3
Belgium,Romania,310
Belgium,Russia,12
Belgium,Rwanda,67
Belgium,Serbia,4
Belgium,South Sudan,367
Belgium,Slovakia,168
Belgium,Slovenia,29
Belgium,Sweden,212
Belgium,Turkmenistan,1
Belgium,Turkey,594
Belgium,Uganda,109
Belgium,Uzbekistan,5
Belgium,Vietnam,1
Belgium,South Africa,282
Benin,Australia,8
Benin,Austria,5
Benin,Belgium,21
Benin,Bulgaria,5
Benin,Brazil,3
Benin,Central African Republic,31
Benin,Canada,80
Benin,Switzerland,53
Benin,Republic of Congo,1451
Benin,Cyprus,1
Benin,Czech Republic,8
Benin,Germany,103
Benin,Denmark,5
Benin,Dominican Republic,1
Benin,Egypt,1
Benin,Spain,42
Benin,Finland,1
Benin,France,1626
Benin,Gabon,1225
Benin,Ghana,1091
Benin,Greece,3
Benin,Hungary,3
Benin,Ireland,2
Benin,Italy,198
Benin,Mauritania,56
Benin,Nigeria,8294
Benin,Netherlands,24
Benin,Norway,2
Benin,New Zealand,1
Benin,Portugal,2
Benin,Sao Tome and Principe,13
Benin,Sweden,10
Benin,Togo,4729
Benin,United States,23
Benin,South Africa,15
Burkina Faso,Argentina,4
Burkina Faso,Australia,87
Burkina Faso,Austria,95
Burkina Faso,Belgium,162
Burkina Faso,Benin,5487
Burkina Faso,Bulgaria,12
Burkina Faso,Brazil,23
Burkina Faso,Central African Republic,106
Burkina Faso,Canada,720
Burkina Faso,Switzerland,570
Burkina Faso,Chile,1
Burkina Faso,Ivory Coast,153283
Burkina Faso,Republic of Congo,204
Burkina Faso,Colombia,2
Burkina Faso,Cyprus,1
Burkina Faso,Czech Republic,21
Burkina Faso,Germany,996
Burkina Faso,Denmark,69
Burkina Faso,Algeria,2
Burkina Faso,Ecuador,6
Burkina Faso,Egypt,33
Burkina Faso,Western Sahara,1
Burkina Faso,Spain,1125
Burkina Faso,Finland,23
Burkina Faso,France,7484
Burkina Faso,Gabon,2726
Burkina Faso,United Kingdom,729
Burkina Faso,Ghana,48266
Burkina Faso,Guinea,15
Burkina Faso,Gambia,1
Burkina Faso,Greece,17
Burkina Faso,Hungary,2
Burkina Faso,Ireland,15
Burkina Faso,Iceland,2
Burkina Faso,Italy,7649
Burkina Faso,Jordan,1
Burkina Faso,Japan,8
Burkina Faso,Liberia,353
Burkina Faso,Libya,2
Burkina Faso,Luxembourg,2
Burkina Faso,Mexico,4
Burkina Faso,Mali,4509
Burkina Faso,Malta,1
Burkina Faso,Mauritania,23
Burkina Faso,Niger,6375
Burkina Faso,Nigeria,3354
Burkina Faso,Netherlands,366
Burkina Faso,Norway,39
Burkina Faso,New Zealand,6
Burkina Faso,Panama,1
Burkina Faso,Peru,2
Burkina Faso,Poland,2
Burkina Faso,Portugal,24
Burkina Faso,Russia,290
Burkina Faso,Senegal,1
Burkina Faso,Sierra Leone,9
Burkina Faso,Sao Tome and Principe,11
Burkina Faso,Slovakia,3
Burkina Faso,Slovenia,5
Burkina Faso,Sweden,91
Burkina Faso,Togo,155
Burkina Faso,Turkey,2
Burkina Faso,United States,1368
Burkina Faso,South Africa,55
Bangladesh,Aruba,9
Bangladesh,Angola,1710
Bangladesh,Albania,2
Bangladesh,United Arab Emirates,646729
Bangladesh,Argentina,70
Bangladesh,Australia,28250
Bangladesh,Austria,1910
Bangladesh,Azerbaijan,5
Bangladesh,Burundi,19
Bangladesh,Belgium,1199
Bangladesh,Bulgaria,681
Bangladesh,Bahrain,87794
Bangladesh,Bahamas,8
Bangladesh,Belarus,15
Bangladesh,Belize,7
Bangladesh,Bolivia,49
Bangladesh,Brazil,247
Bangladesh,Barbados,8
Bangladesh,Brunei,1299
Bangladesh,Bhutan,44
Bangladesh,Botswana,85
Bangladesh,Central African Republic,8
Bangladesh,Canada,28067
Bangladesh,Switzerland,2414
Bangladesh,Channel Islands,207
Bangladesh,Chile,76
Bangladesh,China,4736
Bangladesh,Cameroon,1
Bangladesh,Democratic Republic of the Congo,469
Bangladesh,Republic of Congo,106
Bangladesh,Colombia,47
Bangladesh,Cape Verde,1
Bangladesh,Costa Rica,11
Bangladesh,Cuba,1
Bangladesh,Cyprus,685
Bangladesh,Czech Republic,894
Bangladesh,Germany,5454
Bangladesh,Denmark,1315
Bangladesh,Dominican Republic,18
Bangladesh,Algeria,591
Bangladesh,Ecuador,183
Bangladesh,Egypt,978
Bangladesh,Spain,14215
Bangladesh,Estonia,6
Bangladesh,Finland,1715
Bangladesh,Fiji,1042
Bangladesh,France,5697
Bangladesh,Gabon,1
Bangladesh,United Kingdom,106214
Bangladesh,Georgia,1
Bangladesh,Ghana,6
Bangladesh,Guadeloupe,1
Bangladesh,Equatorial Guinea,6
Bangladesh,Greece,13941
Bangladesh,Guatemala,7
Bangladesh,French Guiana,3
Bangladesh,Guyana,7
Bangladesh,Hong Kong,3100
Bangladesh,Honduras,2
Bangladesh,Croatia,12
Bangladesh,Haiti,4
Bangladesh,Hungary,556
Bangladesh,Indonesia,250
Bangladesh,India,630451
Bangladesh,Ireland,886
Bangladesh,Iran,12
Bangladesh,Iceland,94
Bangladesh,Israel,4035
Bangladesh,Italy,61414
Bangladesh,Jamaica,10
Bangladesh,Jordan,6092
Bangladesh,Japan,8494
Bangladesh,Kazakhstan,160
Bangladesh,Kyrgyzstan,2
Bangladesh,South Korea,5123
Bangladesh,Kuwait,99746
Bangladesh,Laos,21
Bangladesh,Lebanon,1405
Bangladesh,Liberia,452
Bangladesh,Libya,433
Bangladesh,Saint Lucia,3
Bangladesh,Sri Lanka,2
Bangladesh,Lesotho,1
Bangladesh,Lithuania,77
Bangladesh,Luxembourg,85
Bangladesh,Latvia,70
Bangladesh,Macao,564
Bangladesh,Morocco,43
Bangladesh,Moldova,8
Bangladesh,Madagascar,58
Bangladesh,Maldives,10075
Bangladesh,Mexico,620
Bangladesh,Malta,46
Bangladesh,Myanmar,779
Bangladesh,Montenegro,25
Bangladesh,Mongolia,45
Bangladesh,Mauritania,33
Bangladesh,Mauritius,112
Bangladesh,Malaysia,197715
Bangladesh,Mayotte,8
Bangladesh,Namibia,5
Bangladesh,New Caledonia,55
Bangladesh,Niger,1
Bangladesh,Nicaragua,2
Bangladesh,Netherlands,1405
Bangladesh,Norway,1189
Bangladesh,Nepal,244
Bangladesh,New Zealand,2597
Bangladesh,Oman,36960
Bangladesh,Pakistan,29447
Bangladesh,Panama,69
Bangladesh,Philippines,138
Bangladesh,Papua New Guinea,2
Bangladesh,Poland,915
Bangladesh,North Korea,243
Bangladesh,Portugal,1496
Bangladesh,Paraguay,16
Bangladesh,Palestine,18
Bangladesh,French Polynesia,1
Bangladesh,Qatar,153458
Bangladesh,Reunion,17
Bangladesh,Romania,222
Bangladesh,Russia,869
Bangladesh,Rwanda,17
Bangladesh,Saudi Arabia,523342
Bangladesh,Singapore,42167
Bangladesh,Solomon Islands,77
Bangladesh,El Salvador,4
Bangladesh,Somalia,3
Bangladesh,Serbia,45
Bangladesh,South Sudan,99
Bangladesh,Suriname,23
Bangladesh,Slovakia,160
Bangladesh,Slovenia,51
Bangladesh,Sweden,6219
Bangladesh,Swaziland,2
Bangladesh,Syria,27
Bangladesh,Togo,1
Bangladesh,Thailand,35186
Bangladesh,Tajikistan,1
Bangladesh,Turkmenistan,2
Bangladesh,Trinidad and Tobago,3
Bangladesh,Tunisia,30
Bangladesh,Turkey,1938
Bangladesh,Tanzania,34
Bangladesh,Uganda,131
Bangladesh,Ukraine,14
Bangladesh,Uruguay,6
Bangladesh,United States,128303
Bangladesh,Uzbekistan,24
Bangladesh,Saint Vincent and the Grenadines,1
Bangladesh,Venezuela,69
Bangladesh,Vietnam,2889
Bangladesh,Vanuatu,2
Bangladesh,South Africa,3414
Bangladesh,Zambia,7
Bulgaria,Belgium,3927
Bulgaria,Bahamas,1
Bulgaria,Canada,78
Bulgaria,Switzerland,156
Bulgaria,Cyprus,214
Bulgaria,Czech Republic,2282
Bulgaria,Germany,6329
Bulgaria,Denmark,511
Bulgaria,Ecuador,30
Bulgaria,Spain,36598
Bulgaria,Finland,163
Bulgaria,France,145
Bulgaria,United Kingdom,7193
Bulgaria,Greece,3136
Bulgaria,Hungary,211
Bulgaria,Iceland,13
Bulgaria,Italy,10476
Bulgaria,Kazakhstan,14
Bulgaria,Lithuania,30
Bulgaria,Luxembourg,184
Bulgaria,Latvia,181
Bulgaria,Mongolia,2
Bulgaria,Netherlands,2476
Bulgaria,Norway,282
Bulgaria,Poland,155
Bulgaria,Portugal,1015
Bulgaria,Romania,3919
Bulgaria,South Sudan,2
Bulgaria,Slovakia,97
Bulgaria,Slovenia,203
Bulgaria,Sweden,503
Bulgaria,South Africa,143
Bahrain,South Sudan,65
Bahamas,United Arab Emirates,2
Bahamas,Australia,130
Bahamas,Austria,13
Bahamas,Belgium,4
Bahamas,Bulgaria,4
Bahamas,Belize,1
Bahamas,Bolivia,8
Bahamas,Brazil,10
Bahamas,Barbados,28
Bahamas,Brunei,1
Bahamas,Botswana,1
Bahamas,Canada,293
Bahamas,Switzerland,49
Bahamas,Channel Islands,11
Bahamas,Chile,5
Bahamas,China,6
Bahamas,Republic of Congo,1
Bahamas,Colombia,7
Bahamas,Costa Rica,1
Bahamas,Cyprus,4
Bahamas,Czech Republic,5
Bahamas,Germany,19
Bahamas,Denmark,9
Bahamas,Dominican Republic,21
Bahamas,Algeria,1
Bahamas,Ecuador,52
Bahamas,Egypt,7
Bahamas,Spain,41
Bahamas,Finland,8
Bahamas,France,24
Bahamas,United Kingdom,133
Bahamas,Greece,12
Bahamas,Grenada,7
Bahamas,Guyana,6
Bahamas,Haiti,1
Bahamas,Hungary,8
Bahamas,Indonesia,1
Bahamas,Ireland,14
Bahamas,Iceland,4
Bahamas,Israel,16
Bahamas,Italy,116
Bahamas,Jamaica,212
Bahamas,Japan,2
Bahamas,Kazakhstan,7
Bahamas,South Korea,11
Bahamas,Saint Lucia,5
Bahamas,Lithuania,1
Bahamas,Luxembourg,1
Bahamas,Latvia,1
Bahamas,Madagascar,1
Bahamas,Mexico,9
Bahamas,Malta,2
Bahamas,New Caledonia,3
Bahamas,Nicaragua,6
Bahamas,Netherlands,14
Bahamas,Norway,11
Bahamas,New Zealand,50
Bahamas,Panama,5
Bahamas,Philippines,3
Bahamas,Poland,12
Bahamas,Portugal,4
Bahamas,Paraguay,1
Bahamas,Qatar,1
Bahamas,Reunion,1
Bahamas,Romania,2
Bahamas,Russia,7
Bahamas,Singapore,3
Bahamas,Slovakia,3
Bahamas,Slovenia,1
Bahamas,Sweden,20
Bahamas,Turkey,20
Bahamas,Ukraine,2
Bahamas,United States,4563
Bahamas,Saint Vincent and the Grenadines,1
Bahamas,Venezuela,3
Bahamas,South Africa,44
Bosnia and Herzegovina,Albania,1534
Bosnia and Herzegovina,United Arab Emirates,1
Bosnia and Herzegovina,Australia,1100
Bosnia and Herzegovina,Austria,694
Bosnia and Herzegovina,Belgium,174
Bosnia and Herzegovina,Bulgaria,96
Bosnia and Herzegovina,Belarus,1
Bosnia and Herzegovina,Bolivia,3
Bosnia and Herzegovina,Brazil,42
Bosnia and Herzegovina,Canada,412
Bosnia and Herzegovina,Switzerland,200
Bosnia and Herzegovina,Chile,2
Bosnia and Herzegovina,China,1
Bosnia and Herzegovina,Republic of Congo,1
Bosnia and Herzegovina,Colombia,2
Bosnia and Herzegovina,Cyprus,15
Bosnia and Herzegovina,Czech Republic,332
Bosnia and Herzegovina,Germany,8044
Bosnia and Herzegovina,Denmark,68
Bosnia and Herzegovina,Algeria,1
Bosnia and Herzegovina,Ecuador,9
Bosnia and Herzegovina,Egypt,2
Bosnia and Herzegovina,Spain,529
Bosnia and Herzegovina,Finland,17
Bosnia and Herzegovina,France,118
Bosnia and Herzegovina,United Kingdom,389
Bosnia and Herzegovina,Greece,157
Bosnia and Herzegovina,Croatia,539
Bosnia and Herzegovina,Hungary,987
